<?xml version="1.0" encoding="utf-8"?>
<Catalog>
  <CatalogType>Orion Nebula Cluster Catalog (from HEASARC)</CatalogType>
  <Description>Orion Nebula Cluster Chandra HRC Optical Sample</Description>
  <VisualMagnitudeLimit>14.7</VisualMagnitudeLimit>
  <Epoch>2000.0</Epoch>
  <Author>Flaccomio et al.</Author>
  <Date>2007-05-17 20:18:25</Date>
  <Source>http://heasarc.gsfc.nasa.gov/W3Browse/chandra/onccxoopt.html</Source>
  <Comments>
    Catalog covers 1 Constellations and contains 696 Objects.
    File was saved: Mon Jul 06 16:56:39 EDT 2015
    File was created and filtered by J. L. Lawrence
  </Comments>
  <DataFormatDescrip>
    The format for star catalogs requires that the objects in the catalog
    be sorted by constellation (i.e., constellation abbreviated name) and then by
    object name within the constellations. The data below, sorted by constellation
    and then by object name, is saved as comma delimited fields as follows:
    Name,RA,Decl,mV,Constellation,Alternate Name,Comment
    IMPORTANT NOTE: Because commas are used as field delimiters, commas must **NOT**
    be included in the Name, Alternate Name, or Comment fields!
  </DataFormatDescrip>
  <Data>
    [FDM2003] Opt 333,5.587606,-5.380214,,Ori,,
    [FDM2003] Opt 334,5.587611,-5.293653,,Ori,,
    [FDM2003] Opt 335,5.587625,-5.420633,,Ori,,
    [FDM2003] Opt 336,5.587639,-5.579675,,Ori,,
    [FDM2003] Opt 337,5.587647,-5.382403,,Ori,,
    [FDM2003] Opt 338,5.587661,-5.425903,,Ori,,
    [FDM2003] Opt 339,5.587664,-5.470981,,Ori,,
    [FDM2003] Opt 340,5.587669,-5.419692,,Ori,,
    [FDM2003] Opt 341,5.587672,-5.441222,,Ori,,
    [FDM2003] Opt 342,5.587681,-5.361119,,Ori,,
    [FDM2003] Opt 343,5.587694,-5.389581,,Ori,,
    [FDM2003] Opt 344,5.587694,-5.553456,,Ori,,
    [FDM2003] Opt 345,5.587697,-5.386122,,Ori,,
    [FDM2003] Opt 346,5.587706,-5.379428,,Ori,,
    [FDM2003] Opt 347,5.587708,-5.387394,,Ori,,
    [FDM2003] Opt 348,5.587714,-5.344647,,Ori,,
    [FDM2003] Opt 349,5.587719,-5.481364,,Ori,,
    [FDM2003] Opt 350,5.587736,-5.249797,,Ori,,
    [FDM2003] Opt 351,5.587750,-5.363108,,Ori,,
    [FDM2003] Opt 352,5.587767,-5.430831,,Ori,,
    [FDM2003] Opt 353,5.587767,-5.343497,,Ori,,
    [FDM2003] Opt 354,5.587786,-5.385236,,Ori,,
    [FDM2003] Opt 355,5.587803,-5.359072,,Ori,,
    [FDM2003] Opt 356,5.587822,-5.516881,,Ori,,
    [FDM2003] Opt 357,5.587828,-5.533953,,Ori,,
    [FDM2003] Opt 358,5.587836,-5.340431,,Ori,,
    [FDM2003] Opt 359,5.587839,-5.260658,,Ori,,
    [FDM2003] Opt 360,5.587844,-5.380286,,Ori,,
    [FDM2003] Opt 361,5.587850,-5.419397,,Ori,,
    [FDM2003] Opt 362,5.587853,-5.400900,,Ori,,
    [FDM2003] Opt 363,5.587889,-5.376514,,Ori,,
    [FDM2003] Opt 364,5.587892,-5.389728,,Ori,,
    [FDM2003] Opt 365,5.587919,-5.326675,,Ori,,
    [FDM2003] Opt 366,5.587919,-5.546708,,Ori,,
    [FDM2003] Opt 367,5.587922,-5.421747,,Ori,,
    [FDM2003] Opt 368,5.587958,-5.375433,,Ori,,
    [FDM2003] Opt 369,5.587961,-5.401206,,Ori,,
    [FDM2003] Opt 370,5.587967,-5.281572,,Ori,,
    [FDM2003] Opt 371,5.587978,-5.390681,,Ori,,
    [FDM2003] Opt 372,5.587997,-5.372942,,Ori,,
    [FDM2003] Opt 373,5.587997,-5.284269,,Ori,,
    [FDM2003] Opt 374,5.588011,-5.429744,,Ori,,
    [FDM2003] Opt 375,5.588022,-5.383653,,Ori,,
    [FDM2003] Opt 376,5.588022,-5.393642,,Ori,,
    [FDM2003] Opt 377,5.588022,-5.362642,,Ori,,
    [FDM2003] Opt 378,5.588044,-5.394381,,Ori,,
    [FDM2003] Opt 379,5.588044,-5.392817,,Ori,,
    [FDM2003] Opt 380,5.588061,-5.416281,,Ori,,
    [FDM2003] Opt 381,5.588067,-5.211033,,Ori,,
    [FDM2003] Opt 382,5.588086,-5.358861,,Ori,,
    [FDM2003] Opt 383,5.588089,-5.341108,,Ori,,
    [FDM2003] Opt 384,5.588097,-5.388128,,Ori,,
    [FDM2003] Opt 385,5.588128,-5.429103,,Ori,,
    [FDM2003] Opt 386,5.588128,-5.337550,,Ori,,
    [FDM2003] Opt 387,5.588133,-5.208308,,Ori,,
    [FDM2003] Opt 388,5.588142,-5.513008,,Ori,,
    [FDM2003] Opt 389,5.588144,-5.403942,,Ori,,
    [FDM2003] Opt 390,5.588144,-5.384636,,Ori,,
    [FDM2003] Opt 391,5.588161,-5.163744,,Ori,,
    [FDM2003] Opt 392,5.588167,-5.404914,,Ori,,
    [FDM2003] Opt 393,5.588169,-5.389164,,Ori,,
    [FDM2003] Opt 394,5.588178,-5.428583,,Ori,,
    [FDM2003] Opt 395,5.588219,-5.534025,,Ori,,
    [FDM2003] Opt 396,5.588219,-5.415081,,Ori,,
    [FDM2003] Opt 397,5.588233,-5.411997,,Ori,,
    [FDM2003] Opt 398,5.588267,-5.511361,,Ori,,
    [FDM2003] Opt 399,5.588281,-5.384164,,Ori,,
    [FDM2003] Opt 400,5.588289,-5.379328,,Ori,,
    [FDM2003] Opt 401,5.588292,-5.347081,,Ori,,
    [FDM2003] Opt 402,5.588294,-5.587769,,Ori,,
    [FDM2003] Opt 403,5.588297,-5.447428,,Ori,,
    [FDM2003] Opt 404,5.588300,-5.508789,,Ori,,
    [FDM2003] Opt 405,5.588306,-5.492964,,Ori,,
    [FDM2003] Opt 406,5.588331,-5.262906,,Ori,,
    [FDM2003] Opt 407,5.588361,-5.276225,,Ori,,
    [FDM2003] Opt 408,5.588378,-5.498308,,Ori,,
    [FDM2003] Opt 409,5.588386,-5.410803,,Ori,,
    [FDM2003] Opt 410,5.588397,-5.401375,,Ori,,
    [FDM2003] Opt 411,5.588406,-5.337992,,Ori,,
    [FDM2003] Opt 412,5.588433,-5.277231,,Ori,,
    [FDM2003] Opt 413,5.588433,-5.141942,,Ori,,
    [FDM2003] Opt 414,5.588444,-5.402081,,Ori,,
    [FDM2003] Opt 415,5.588447,-5.345297,,Ori,,
    [FDM2003] Opt 416,5.588453,-5.305811,,Ori,,
    [FDM2003] Opt 417,5.588469,-5.276553,,Ori,,
    [FDM2003] Opt 418,5.588492,-5.342769,,Ori,,
    [FDM2003] Opt 419,5.588553,-5.270617,,Ori,,
    [FDM2003] Opt 420,5.588564,-5.347900,,Ori,,
    [FDM2003] Opt 421,5.588569,-5.352236,,Ori,,
    [FDM2003] Opt 422,5.588600,-5.397147,,Ori,,
    [FDM2003] Opt 423,5.588614,-5.390858,,Ori,,
    [FDM2003] Opt 424,5.588625,-5.343311,,Ori,,
    [FDM2003] Opt 425,5.588647,-5.458886,,Ori,,
    [FDM2003] Opt 426,5.588664,-5.279178,,Ori,,
    [FDM2003] Opt 427,5.588664,-5.335603,,Ori,,
    [FDM2003] Opt 428,5.588722,-5.372658,,Ori,,
    [FDM2003] Opt 429,5.588753,-5.399278,,Ori,,
    [FDM2003] Opt 430,5.588767,-5.407400,,Ori,,
    [FDM2003] Opt 431,5.588775,-5.593344,,Ori,,
    [FDM2003] Opt 432,5.588800,-5.234931,,Ori,,
    [FDM2003] Opt 433,5.588817,-5.413336,,Ori,,
    [FDM2003] Opt 434,5.588825,-5.508961,,Ori,,
    [FDM2003] Opt 435,5.588858,-5.373986,,Ori,,
    [FDM2003] Opt 436,5.588872,-5.427128,,Ori,,
    [FDM2003] Opt 437,5.588872,-5.351736,,Ori,,
    [FDM2003] Opt 438,5.588906,-5.444211,,Ori,,
    [FDM2003] Opt 439,5.588908,-5.582639,,Ori,,
    [FDM2003] Opt 440,5.588908,-5.478258,,Ori,,
    [FDM2003] Opt 441,5.588928,-5.233258,,Ori,,
    [FDM2003] Opt 442,5.588942,-5.538058,,Ori,,
    [FDM2003] Opt 443,5.588944,-5.510975,,Ori,,
    [FDM2003] Opt 444,5.588956,-5.610997,,Ori,,
    [FDM2003] Opt 445,5.588961,-5.438197,,Ori,,
    [FDM2003] Opt 446,5.588986,-5.391642,,Ori,,
    [FDM2003] Opt 447,5.588992,-5.486431,,Ori,,
    [FDM2003] Opt 448,5.589033,-5.412908,,Ori,,
    [FDM2003] Opt 449,5.589058,-5.362361,,Ori,,
    [FDM2003] Opt 450,5.589072,-5.365344,,Ori,,
    [FDM2003] Opt 451,5.589075,-5.631789,,Ori,,
    [FDM2003] Opt 452,5.589086,-5.356106,,Ori,,
    [FDM2003] Opt 453,5.589092,-5.358411,,Ori,,
    [FDM2003] Opt 454,5.589139,-5.522703,,Ori,,
    [FDM2003] Opt 455,5.589147,-5.469200,,Ori,,
    [FDM2003] Opt 456,5.589153,-5.396969,,Ori,,
    [FDM2003] Opt 457,5.589181,-5.432508,,Ori,,
    [FDM2003] Opt 458,5.589194,-5.392664,,Ori,,
    [FDM2003] Opt 459,5.589211,-5.154533,,Ori,,
    [FDM2003] Opt 460,5.589219,-5.415956,,Ori,,
    [FDM2003] Opt 461,5.589225,-5.203589,,Ori,,
    [FDM2003] Opt 462,5.589225,-5.403247,,Ori,,
    [FDM2003] Opt 463,5.589236,-5.396031,,Ori,,
    [FDM2003] Opt 464,5.589242,-5.371275,,Ori,,
    [FDM2003] Opt 465,5.589247,-5.161825,,Ori,,
    [FDM2003] Opt 466,5.589247,-5.445578,,Ori,,
    [FDM2003] Opt 467,5.589300,-5.163881,,Ori,,
    [FDM2003] Opt 468,5.589311,-5.454058,,Ori,,
    [FDM2003] Opt 469,5.589322,-5.424042,,Ori,,
    [FDM2003] Opt 470,5.589336,-5.579733,,Ori,,
    [FDM2003] Opt 471,5.589339,-5.445697,,Ori,,
    [FDM2003] Opt 472,5.589364,-5.398358,,Ori,,
    [FDM2003] Opt 473,5.589383,-5.398775,,Ori,,
    [FDM2003] Opt 474,5.589394,-5.241108,,Ori,,
    [FDM2003] Opt 475,5.589469,-5.370331,,Ori,,
    [FDM2003] Opt 476,5.589472,-5.443733,,Ori,,
    [FDM2003] Opt 477,5.589481,-5.476839,,Ori,,
    [FDM2003] Opt 478,5.589486,-5.341519,,Ori,,
    [FDM2003] Opt 479,5.589494,-5.521383,,Ori,,
    [FDM2003] Opt 480,5.589497,-5.590842,,Ori,,
    [FDM2003] Opt 481,5.589503,-5.403956,,Ori,,
    [FDM2003] Opt 482,5.589522,-5.457900,,Ori,,
    [FDM2003] Opt 483,5.589567,-5.395531,,Ori,,
    [FDM2003] Opt 484,5.589600,-5.252453,,Ori,,
    [FDM2003] Opt 485,5.589639,-5.527036,,Ori,,
    [FDM2003] Opt 486,5.589669,-5.541431,,Ori,,
    [FDM2003] Opt 487,5.589675,-5.416039,,Ori,,
    [FDM2003] Opt 488,5.589706,-5.494886,,Ori,,
    [FDM2003] Opt 489,5.589781,-5.469500,,Ori,,
    [FDM2003] Opt 490,5.589800,-5.314161,,Ori,,
    [FDM2003] Opt 491,5.589817,-5.181128,,Ori,,
    [FDM2003] Opt 492,5.589839,-5.315942,,Ori,,
    [FDM2003] Opt 493,5.589875,-5.392239,,Ori,,
    [FDM2003] Opt 494,5.589878,-5.396256,,Ori,,
    [FDM2003] Opt 495,5.589903,-5.311178,,Ori,,
    [FDM2003] Opt 496,5.589914,-5.392872,,Ori,,
    [FDM2003] Opt 497,5.589925,-5.513172,,Ori,,
    [FDM2003] Opt 498,5.589958,-5.318856,,Ori,,
    [FDM2003] Opt 499,5.589969,-5.419403,,Ori,,
    [FDM2003] Opt 500,5.589997,-5.359144,,Ori,,
    [FDM2003] Opt 501,5.590039,-5.421894,,Ori,,
    [FDM2003] Opt 502,5.590039,-5.499239,,Ori,,
    [FDM2003] Opt 503,5.590058,-5.478950,,Ori,,
    [FDM2003] Opt 504,5.590089,-5.411075,,Ori,,
    [FDM2003] Opt 505,5.590097,-5.442089,,Ori,,
    [FDM2003] Opt 506,5.590114,-5.283397,,Ori,,
    [FDM2003] Opt 507,5.590147,-5.319411,,Ori,,
    [FDM2003] Opt 508,5.590164,-5.409978,,Ori,,
    [FDM2003] Opt 509,5.590164,-5.473781,,Ori,,
    [FDM2003] Opt 510,5.590272,-5.396339,,Ori,,
    [FDM2003] Opt 511,5.590286,-5.373653,,Ori,,
    [FDM2003] Opt 512,5.590311,-5.260042,,Ori,,
    [FDM2003] Opt 513,5.590317,-5.157747,,Ori,,
    [FDM2003] Opt 514,5.590319,-5.555906,,Ori,,
    [FDM2003] Opt 515,5.590350,-5.403197,,Ori,,
    [FDM2003] Opt 516,5.590361,-5.180119,,Ori,,
    [FDM2003] Opt 517,5.590383,-5.567408,,Ori,,
    [FDM2003] Opt 518,5.590431,-5.132600,,Ori,,
    [FDM2003] Opt 519,5.590433,-5.505797,,Ori,,
    [FDM2003] Opt 520,5.590439,-5.510619,,Ori,,
    [FDM2003] Opt 521,5.590444,-5.385997,,Ori,,
    [FDM2003] Opt 522,5.590453,-5.444947,,Ori,,
    [FDM2003] Opt 523,5.590453,-5.163806,,Ori,,
    [FDM2003] Opt 524,5.590486,-5.132406,,Ori,,
    [FDM2003] Opt 525,5.590528,-5.429967,,Ori,,
    [FDM2003] Opt 526,5.590578,-5.505053,,Ori,,
    [FDM2003] Opt 527,5.590583,-5.460186,,Ori,,
    [FDM2003] Opt 528,5.590583,-5.422364,,Ori,,
    [FDM2003] Opt 529,5.590608,-5.144494,,Ori,,
    [FDM2003] Opt 530,5.590611,-5.462231,,Ori,,
    [FDM2003] Opt 531,5.590622,-5.427836,,Ori,,
    [FDM2003] Opt 532,5.590644,-5.416883,,Ori,,
    [FDM2003] Opt 533,5.590792,-5.400222,,Ori,,
    [FDM2003] Opt 534,5.590928,-5.441192,,Ori,,
    [FDM2003] Opt 535,5.590931,-5.286144,,Ori,,
    [FDM2003] Opt 536,5.590942,-5.457214,,Ori,,
    [FDM2003] Opt 537,5.590953,-5.588856,,Ori,,
    [FDM2003] Opt 538,5.590958,-5.475308,,Ori,,
    [FDM2003] Opt 539,5.591053,-5.467286,,Ori,,
    [FDM2003] Opt 540,5.591061,-5.282650,,Ori,,
    [FDM2003] Opt 541,5.591092,-5.289033,,Ori,,
    [FDM2003] Opt 542,5.591117,-5.385197,,Ori,,
    [FDM2003] Opt 543,5.591122,-5.170572,,Ori,,
    [FDM2003] Opt 544,5.591139,-5.416200,,Ori,,
    [FDM2003] Opt 545,5.591178,-5.298525,,Ori,,
    [FDM2003] Opt 546,5.591178,-5.306483,,Ori,,
    [FDM2003] Opt 547,5.591186,-5.417658,,Ori,,
    [FDM2003] Opt 548,5.591200,-5.438981,,Ori,,
    [FDM2003] Opt 549,5.591339,-5.585314,,Ori,,
    [FDM2003] Opt 550,5.591386,-5.486258,,Ori,,
    [FDM2003] Opt 551,5.591453,-5.429575,,Ori,,
    [FDM2003] Opt 552,5.591486,-5.276036,,Ori,,
    [FDM2003] Opt 553,5.591547,-5.520117,,Ori,,
    [FDM2003] Opt 554,5.591594,-5.398803,,Ori,,
    [FDM2003] Opt 555,5.591594,-5.548233,,Ori,,
    [FDM2003] Opt 556,5.591597,-5.396839,,Ori,,
    [FDM2003] Opt 557,5.591608,-5.202981,,Ori,,
    [FDM2003] Opt 558,5.591631,-5.207708,,Ori,,
    [FDM2003] Opt 559,5.591664,-5.152683,,Ori,,
    [FDM2003] Opt 560,5.591675,-5.238578,,Ori,,
    [FDM2003] Opt 561,5.591714,-5.431064,,Ori,,
    [FDM2003] Opt 562,5.591731,-5.460336,,Ori,,
    [FDM2003] Opt 563,5.591753,-5.427444,,Ori,,
    [FDM2003] Opt 564,5.591764,-5.469869,,Ori,,
    [FDM2003] Opt 565,5.591775,-5.475189,,Ori,,
    [FDM2003] Opt 566,5.591822,-5.454683,,Ori,,
    [FDM2003] Opt 567,5.591828,-5.419814,,Ori,,
    [FDM2003] Opt 568,5.591836,-5.408728,,Ori,,
    [FDM2003] Opt 569,5.591864,-5.510092,,Ori,,
    [FDM2003] Opt 570,5.591903,-5.428931,,Ori,,
    [FDM2003] Opt 571,5.591922,-5.312639,,Ori,,
    [FDM2003] Opt 572,5.591969,-5.207869,,Ori,,
    [FDM2003] Opt 573,5.591981,-5.394511,,Ori,,
    [FDM2003] Opt 574,5.591986,-5.315625,,Ori,,
    [FDM2003] Opt 575,5.592022,-5.552517,,Ori,,
    [FDM2003] Opt 576,5.592022,-5.267431,,Ori,,
    [FDM2003] Opt 577,5.592028,-5.471283,,Ori,,
    [FDM2003] Opt 578,5.592042,-5.421219,,Ori,,
    [FDM2003] Opt 579,5.592108,-5.501183,,Ori,,
    [FDM2003] Opt 580,5.592136,-5.492842,,Ori,,
    [FDM2003] Opt 581,5.592300,-5.519797,,Ori,,
    [FDM2003] Opt 582,5.592336,-5.436281,,Ori,,
    [FDM2003] Opt 583,5.592414,-5.294086,,Ori,,
    [FDM2003] Opt 584,5.592444,-5.268206,,Ori,,
    [FDM2003] Opt 585,5.592644,-5.480778,,Ori,,
    [FDM2003] Opt 586,5.592719,-5.639369,,Ori,,
    [FDM2003] Opt 587,5.592947,-5.577358,,Ori,,
    [FDM2003] Opt 588,5.593003,-5.487358,,Ori,,
    [FDM2003] Opt 589,5.593058,-5.465236,,Ori,,
    [FDM2003] Opt 590,5.593086,-5.448669,,Ori,,
    [FDM2003] Opt 591,5.593103,-5.357625,,Ori,,
    [FDM2003] Opt 592,5.593119,-5.186589,,Ori,,
    [FDM2003] Opt 593,5.593192,-5.262106,,Ori,,
    [FDM2003] Opt 594,5.593244,-5.205786,,Ori,,
    [FDM2003] Opt 595,5.593303,-5.207081,,Ori,,
    [FDM2003] Opt 596,5.593306,-5.645522,,Ori,,
    [FDM2003] Opt 597,5.593433,-5.569861,,Ori,,
    [FDM2003] Opt 598,5.593514,-5.628450,,Ori,,
    [FDM2003] Opt 599,5.593536,-5.629844,,Ori,,
    [FDM2003] Opt 600,5.593742,-5.454622,,Ori,,
    [FDM2003] Opt 601,5.593750,-5.329022,,Ori,,
    [FDM2003] Opt 602,5.593869,-5.472683,,Ori,,
    [FDM2003] Opt 603,5.593894,-5.476036,,Ori,,
    [FDM2003] Opt 604,5.593917,-5.238664,,Ori,,
    [FDM2003] Opt 605,5.593958,-5.476325,,Ori,,
    [FDM2003] Opt 606,5.594025,-5.460306,,Ori,,
    [FDM2003] Opt 607,5.594056,-5.283192,,Ori,,
    [FDM2003] Opt 608,5.594156,-5.340597,,Ori,,
    [FDM2003] Opt 609,5.594317,-5.464014,,Ori,,
    [FDM2003] Opt 610,5.594436,-5.466450,,Ori,,
    [FDM2003] Opt 611,5.594664,-5.367394,,Ori,,
    [FDM2003] Opt 612,5.594781,-5.464058,,Ori,,
    [FDM2003] Opt 613,5.594964,-5.470239,,Ori,,
    [FDM2003] Opt 614,5.595047,-5.252281,,Ori,,
    [FDM2003] Opt 615,5.595103,-5.459228,,Ori,,
    [FDM2003] Opt 616,5.595139,-5.563706,,Ori,,
    [FDM2003] Opt 617,5.595142,-5.435683,,Ori,,
    [FDM2003] Opt 618,5.595156,-5.429261,,Ori,,
    [FDM2003] Opt 619,5.595181,-5.198597,,Ori,,
    [FDM2003] Opt 620,5.595247,-5.384094,,Ori,,
    [FDM2003] Opt 621,5.595325,-5.607842,,Ori,,
    [FDM2003] Opt 622,5.595367,-5.545667,,Ori,,
    [FDM2003] Opt 623,5.595422,-5.536694,,Ori,,
    [FDM2003] Opt 624,5.595467,-5.166383,,Ori,,
    [FDM2003] Opt 625,5.595589,-5.611292,,Ori,,
    [FDM2003] Opt 626,5.595761,-5.409636,,Ori,,
    [FDM2003] Opt 627,5.595911,-5.469719,,Ori,,
    [FDM2003] Opt 628,5.595917,-5.343644,,Ori,,
    [FDM2003] Opt 629,5.595964,-5.473092,,Ori,,
    [FDM2003] Opt 630,5.596114,-5.181069,,Ori,,
    [FDM2003] Opt 631,5.596144,-5.302447,,Ori,,
    [FDM2003] Opt 632,5.596144,-5.261133,,Ori,,
    [FDM2003] Opt 633,5.596250,-5.373489,,Ori,,
    [FDM2003] Opt 634,5.596422,-5.295492,,Ori,,
    [FDM2003] Opt 635,5.596464,-5.221883,,Ori,,
    [FDM2003] Opt 636,5.596492,-5.380497,,Ori,,
    [FDM2003] Opt 637,5.596514,-5.576911,,Ori,,
    [FDM2003] Opt 638,5.596536,-5.320744,,Ori,,
    [FDM2003] Opt 639,5.596558,-5.627778,,Ori,,
    [FDM2003] Opt 640,5.596689,-5.532247,,Ori,,
    [FDM2003] Opt 641,5.596839,-5.324367,,Ori,,
    [FDM2003] Opt 642,5.596922,-5.260578,,Ori,,
    [FDM2003] Opt 643,5.597069,-5.590864,,Ori,,
    [FDM2003] Opt 644,5.597203,-5.288439,,Ori,,
    [FDM2003] Opt 645,5.597222,-5.174889,,Ori,,
    [FDM2003] Opt 646,5.597242,-5.354778,,Ori,,
    [FDM2003] Opt 647,5.597322,-5.476414,,Ori,,
    [FDM2003] Opt 648,5.597406,-5.274847,,Ori,,
    [FDM2003] Opt 649,5.597472,-5.553833,,Ori,,
    [FDM2003] Opt 650,5.597481,-5.252608,,Ori,,
    [FDM2003] Opt 651,5.597708,-5.258622,,Ori,,
    [FDM2003] Opt 652,5.597761,-5.479844,,Ori,,
    [FDM2003] Opt 653,5.597825,-5.221881,,Ori,,
    [FDM2003] Opt 654,5.597842,-5.215842,,Ori,,
    [FDM2003] Opt 655,5.597886,-5.466039,,Ori,,
    [FDM2003] Opt 656,5.598289,-5.460600,,Ori,,
    [FDM2003] Opt 657,5.598344,-5.286306,,Ori,,
    [FDM2003] Opt 658,5.598361,-5.628603,,Ori,,
    [FDM2003] Opt 659,5.598400,-5.445767,,Ori,,
    [FDM2003] Opt 660,5.598483,-5.452194,,Ori,,
    [FDM2003] Opt 661,5.598578,-5.376633,,Ori,,
    [FDM2003] Opt 662,5.598706,-5.395394,,Ori,,
    [FDM2003] Opt 663,5.598972,-5.275583,,Ori,,
    [FDM2003] Opt 664,5.599072,-5.332825,,Ori,,
    [FDM2003] Opt 665,5.599250,-5.419172,,Ori,,
    [FDM2003] Opt 666,5.599325,-5.296369,,Ori,,
    [FDM2003] Opt 667,5.599339,-5.386017,,Ori,,
    [FDM2003] Opt 668,5.599569,-5.375303,,Ori,,
    [FDM2003] Opt 669,5.599692,-5.548508,,Ori,,
    [FDM2003] Opt 670,5.599856,-5.619775,,Ori,,
    [FDM2003] Opt 671,5.600078,-5.573456,,Ori,,
    [FDM2003] Opt 672,5.600356,-5.319708,,Ori,,
    [FDM2003] Opt 673,5.600486,-5.293547,,Ori,,
    [FDM2003] Opt 674,5.600742,-5.257578,,Ori,,
    [FDM2003] Opt 675,5.600903,-5.406478,,Ori,,
    [FDM2003] Opt 676,5.601058,-5.505375,,Ori,,
    [FDM2003] Opt 677,5.601572,-5.315569,,Ori,,
    [FDM2003] Opt 678,5.602019,-5.507622,,Ori,,
    [FDM2003] Opt 679,5.602147,-5.519964,,Ori,,
    [FDM2003] Opt 680,5.602383,-5.350658,,Ori,,
    [FDM2003] Opt 681,5.602542,-5.519339,,Ori,,
    [FDM2003] Opt 682,5.602544,-5.403650,,Ori,,
    [FDM2003] Opt 683,5.602775,-5.368067,,Ori,,
    [FDM2003] Opt 684,5.602883,-5.329192,,Ori,,
    [FDM2003] Opt 685,5.603111,-5.328436,,Ori,,
    [FDM2003] Opt 686,5.603253,-5.281817,,Ori,,
    [FDM2003] Opt 687,5.604022,-5.430439,,Ori,,
    [FDM2003] Opt 688,5.604550,-5.378167,,Ori,,
    [FDM2003] Opt 689,5.604681,-5.230083,,Ori,,
    [FDM2003] Opt 690,5.605253,-5.307997,,Ori,,
    [FDM2003] Opt 691,5.605464,-5.244067,,Ori,,
    [FDM2003] Opt 692,5.605889,-5.337333,,Ori,,
    [FDM2003] Opt 693,5.607261,-5.281647,,Ori,,
    [FDM2003] Opt 694,5.607272,-5.308406,,Ori,,
    [FDM2003] Opt 695,5.608006,-5.245372,,Ori,,
    [FDM2003] Opt 696,5.608564,-5.274517,,Ori,,
  </Data>
</Catalog>
