<?xml version="1.0" encoding="utf-8"?>
<Catalog>
  <CatalogType>SAO J2000 Star Catalog (from HEASARC)</CatalogType>
  <Description>Smithsonian Astrophysical Observatory Star Catalog</Description>
  <VisualMagnitudeLimit>6.5</VisualMagnitudeLimit>
  <Epoch>2000.0</Epoch>
  <Author>SAO</Author>
  <Date>2007-10-31 18:05:07</Date>
  <Source>http://heasarc.gsfc.nasa.gov/W3Browse/star-catalog/sao.html</Source>
  <Comments>
    Catalog covers 88 Constellations and contains 9023 Objects.
    File was saved: Mon Jul 06 16:58:37 EDT 2015
    File was created and filtered by J. L. Lawrence
  </Comments>
  <DataFormatDescrip>
    The format for star catalogs requires that the objects in the catalog
    be sorted by constellation (i.e., constellation abbreviated name) and then by
    object name within the constellations. The data below, sorted by constellation
    and then by object name, is saved as comma delimited fields as follows:
    Name,RA,Decl,mV,Constellation,Alternate Name,Comment
    IMPORTANT NOTE: Because commas are used as field delimiters, commas must **NOT**
    be included in the Name, Alternate Name, or Comment fields!
  </DataFormatDescrip>
  <Data>
    SAO 14322,7.774287,62.830597,6.400000,Cam,,
    SAO 14402,8.028429,60.324353,6.000000,Cam,,
    SAO 14407,8.041888,63.090142,6.000000,Cam,,
    SAO 14446,8.172344,69.724678,6.500000,Cam,,
    SAO 24054,3.484487,59.940261,4.400000,Cam,,
    SAO 24061,3.498570,58.878739,4.800000,Cam,,
    SAO 24062,3.503131,59.366044,6.400000,Cam,,
    SAO 24064,3.500059,55.451925,5.000000,Cam,,
    SAO 24093,3.558926,58.764883,6.300000,Cam,,
    SAO 24098,3.561378,57.867650,6.400000,Cam,,
    SAO 24099,3.560827,54.974775,5.800000,Cam,,
    SAO 24111,3.583558,60.041056,6.500000,Cam,,
    SAO 24133,3.638803,56.932742,6.300000,Cam,,
    SAO 24169,3.711851,59.969386,6.000000,Cam,,
    SAO 24215,3.792266,55.922536,6.000000,Cam,,
    SAO 24244,3.822122,57.118167,6.500000,Cam,,
    SAO 24276,3.895357,57.975106,5.800000,Cam,,
    SAO 24384,4.074209,59.155525,5.100000,Cam,,
    SAO 24411,4.110168,54.008672,6.400000,Cam,,
    SAO 24436,4.157677,59.908014,6.500000,Cam,,
    SAO 24440,4.156209,54.828878,6.300000,Cam,,
    SAO 24495,4.250506,57.460072,6.100000,Cam,,
    SAO 24512,4.278645,53.611786,5.100000,Cam,,
    SAO 24514,4.285600,57.860531,5.800000,Cam,,
    SAO 24563,4.364392,56.506575,5.900000,Cam,,
    SAO 24577,4.382753,59.616292,6.100000,Cam,,
    SAO 24615,4.450248,57.585144,6.200000,Cam,,
    SAO 24672,4.533839,53.910850,5.900000,Cam,,
    SAO 24743,4.665197,53.079606,5.300000,Cam,,
    SAO 24744,4.666138,53.473128,5.400000,Cam,,
    SAO 24777,4.721703,59.520928,6.500000,Cam,,
    SAO 24829,4.800079,56.757225,5.400000,Cam,,
    SAO 24834,4.801937,55.602481,6.300000,Cam,,
    SAO 24894,4.886069,52.840925,6.300000,Cam,,
    SAO 24904,4.917533,55.259147,5.600000,Cam,,
    SAO 24919,4.935306,52.869578,5.800000,Cam,,
    SAO 24929,4.954772,53.752122,4.400000,Cam,,
    SAO 24943,4.996198,53.155506,6.400000,Cam,,
    SAO 25001,5.102352,58.972369,5.300000,Cam,,
    SAO 25003,5.103380,59.021158,6.400000,Cam,,
    SAO 25088,5.253144,59.405656,6.400000,Cam,,
    SAO 25125,5.324399,58.117275,6.200000,Cam,,
    SAO 25161,5.391004,57.544333,5.300000,Cam,,
    SAO 25241,5.542729,57.221172,6.500000,Cam,,
    SAO 25333,5.717124,56.581578,6.200000,Cam,,
    SAO 25362,5.775111,56.115669,6.100000,Cam,,
    SAO 25403,5.842784,56.918842,6.400000,Cam,,
    SAO 25419,5.871489,58.964047,6.100000,Cam,,
    SAO 25447,5.916053,59.888322,5.300000,Cam,,
    SAO 25597,6.166415,58.935817,5.400000,Cam,,
    SAO 26298,7.371451,59.902022,6.300000,Cam,,
    SAO 144144,20.186143,-8.842339,6.500000,Cap,,
    SAO 144361,20.383590,-9.654853,6.300000,Cap,,
    SAO 145637,21.750080,-9.082522,5.300000,Cap,,
    SAO 145648,21.771190,-9.275900,6.200000,Cap,,
    SAO 163290,20.142018,-10.062808,6.200000,Cap,,
    SAO 163328,20.199423,-12.392378,6.400000,Cap,,
    SAO 163337,20.207191,-12.617425,5.900000,Cap,,
    SAO 163402,20.273008,-12.337061,6.400000,Cap,,
    SAO 163422,20.294130,-12.508194,4.500000,Cap,,
    SAO 163427,20.300907,-12.544814,3.800000,Cap,,
    SAO 163445,20.323223,-19.118469,5.500000,Cap,,
    SAO 163468,20.344399,-12.759189,4.800000,Cap,,
    SAO 163471,20.346267,-14.784892,6.200000,Cap,,
    SAO 163481,20.350187,-14.781369,3.300000,Cap,,
    SAO 163592,20.455341,-18.211717,5.200000,Cap,,
    SAO 163612,20.478776,-15.741756,6.500000,Cap,,
    SAO 163614,20.481001,-17.813622,5.000000,Cap,,
    SAO 163626,20.498298,-18.583211,6.100000,Cap,,
    SAO 163645,20.517864,-15.056436,6.200000,Cap,,
    SAO 163665,20.539913,-9.853428,5.800000,Cap,,
    SAO 163686,20.569929,-13.721067,6.200000,Cap,,
    SAO 163712,20.592291,-16.525744,6.200000,Cap,,
    SAO 163771,20.654548,-14.954831,5.300000,Cap,,
    SAO 163779,20.667490,-18.138633,5.300000,Cap,,
    SAO 163783,20.675699,-16.124256,5.900000,Cap,,
    SAO 163910,20.822374,-18.035969,6.400000,Cap,,
    SAO 163975,20.913293,-17.922981,5.900000,Cap,,
    SAO 164013,20.961291,-16.031581,6.000000,Cap,,
    SAO 164043,20.993375,-19.035142,6.200000,Cap,,
    SAO 164061,21.014385,-17.530772,6.500000,Cap,,
    SAO 164132,21.099125,-17.232775,4.200000,Cap,,
    SAO 164156,21.129054,-17.455369,6.000000,Cap,,
    SAO 164249,21.251828,-17.344989,6.200000,Cap,,
    SAO 164263,21.262461,-15.171517,5.500000,Cap,,
    SAO 164286,21.299247,-17.985189,5.400000,Cap,,
    SAO 164289,21.304353,-17.462158,6.300000,Cap,,
    SAO 164346,21.370781,-16.834600,4.300000,Cap,,
    SAO 164415,21.470528,-11.568408,6.500000,Cap,,
    SAO 164433,21.499881,-19.147847,6.500000,Cap,,
    SAO 164520,21.618004,-19.465950,4.700000,Cap,,
    SAO 164555,21.657824,-10.576719,6.200000,Cap,,
    SAO 164560,21.668183,-16.662344,3.800000,Cap,,
    SAO 164580,21.692466,-14.047553,5.300000,Cap,,
    SAO 164593,21.710971,-18.866314,4.800000,Cap,,
    SAO 164600,21.717895,-14.399589,6.000000,Cap,,
    SAO 164601,21.720413,-19.620931,6.200000,Cap,,
    SAO 164612,21.733598,-14.749467,5.900000,Cap,,
    SAO 164639,21.775585,-11.365964,5.400000,Cap,,
    SAO 164644,21.784016,-16.127275,3.000000,Cap,,
    SAO 164679,21.828072,-12.722986,6.100000,Cap,,
    SAO 164686,21.836967,-16.844825,6.500000,Cap,,
    SAO 164697,21.861602,-18.623050,6.100000,Cap,,
    SAO 164713,21.888269,-13.551806,5.200000,Cap,,
    SAO 164717,21.893333,-10.311711,6.500000,Cap,,
    SAO 189065,20.254830,-27.032814,5.700000,Cap,,
    SAO 189114,20.300386,-21.810047,6.000000,Cap,,
    SAO 189345,20.492046,-22.391450,6.200000,Cap,,
    SAO 189416,20.547876,-24.943781,6.200000,Cap,,
    SAO 189503,20.631152,-25.108906,6.300000,Cap,,
    SAO 189549,20.669913,-23.773808,6.300000,Cap,,
    SAO 189559,20.676668,-26.644956,6.400000,Cap,,
    SAO 189575,20.690039,-26.000064,6.400000,Cap,,
    SAO 189641,20.753664,-27.247344,6.500000,Cap,,
    SAO 189664,20.768263,-25.270944,4.300000,Cap,,
    SAO 189667,20.769441,-21.513853,5.900000,Cap,,
    SAO 189733,20.821564,-25.781336,5.800000,Cap,,
    SAO 189781,20.863694,-26.919178,4.200000,Cap,,
    SAO 189801,20.883677,-23.782989,6.400000,Cap,,
    SAO 189856,20.946471,-26.296461,5.800000,Cap,,
    SAO 189942,21.029242,-26.881003,5.900000,Cap,,
    SAO 189986,21.073415,-19.855008,4.900000,Cap,,
    SAO 190025,21.118799,-25.005847,4.600000,Cap,,
    SAO 190050,21.142672,-21.193650,5.300000,Cap,,
    SAO 190069,21.159168,-20.556358,6.100000,Cap,,
    SAO 190173,21.260523,-20.651653,5.400000,Cap,,
    SAO 190236,21.329394,-26.352939,6.500000,Cap,,
    SAO 190285,21.383473,-22.668781,5.700000,Cap,,
    SAO 190293,21.402186,-22.746922,6.500000,Cap,,
    SAO 190295,21.402683,-20.852039,5.500000,Cap,,
    SAO 190341,21.444455,-22.411317,3.900000,Cap,,
    SAO 190349,21.454114,-21.196175,6.000000,Cap,,
    SAO 190374,21.478728,-21.807219,4.600000,Cap,,
    SAO 190423,21.542571,-24.590136,6.400000,Cap,,
    SAO 190461,21.580838,-20.084419,5.800000,Cap,,
    SAO 190469,21.587762,-23.454144,6.400000,Cap,,
    SAO 190559,21.700210,-23.262692,5.300000,Cap,,
    SAO 190786,21.978823,-21.182986,6.200000,Cap,,
    SAO 234430,6.297684,-52.733183,6.100000,Car,,
    SAO 234475,6.393801,-52.181208,5.900000,Car,,
    SAO 234480,6.399218,-52.695678,-0.900000,Car,,
    SAO 234488,6.413381,-52.806378,6.300000,Car,,
    SAO 234551,6.521739,-51.826131,5.600000,Car,,
    SAO 234574,6.557253,-52.329017,6.100000,Car,,
    SAO 234589,6.582927,-52.975550,4.400000,Car,,
    SAO 234627,6.639737,-52.932497,6.500000,Car,,
    SAO 234693,6.757243,-52.201150,6.300000,Car,,
    SAO 234699,6.764916,-52.409983,5.700000,Car,,
    SAO 234704,6.778202,-54.694706,6.400000,Car,,
    SAO 234705,6.781339,-51.265719,5.300000,Car,,
    SAO 234710,6.788543,-55.540142,5.600000,Car,,
    SAO 234737,6.830926,-53.622114,4.400000,Car,,
    SAO 234762,6.879681,-54.090083,6.500000,Car,,
    SAO 234764,6.879271,-59.341131,6.400000,Car,,
    SAO 234825,6.976736,-56.394639,6.400000,Car,,
    SAO 234826,6.977676,-55.729317,6.100000,Car,,
    SAO 234854,7.014304,-51.402533,5.000000,Car,,
    SAO 234863,7.018075,-58.940053,6.000000,Car,,
    SAO 234890,7.054322,-59.178161,5.700000,Car,,
    SAO 234902,7.071751,-56.749825,5.300000,Car,,
    SAO 234940,7.120363,-51.967886,6.000000,Car,,
    SAO 234943,7.124343,-52.204092,6.500000,Car,,
    SAO 234944,7.121197,-59.716517,6.500000,Car,,
    SAO 235040,7.255838,-52.499694,6.000000,Car,,
    SAO 235110,7.339273,-52.311747,6.400000,Car,,
    SAO 235116,7.344084,-52.086064,5.500000,Car,,
    SAO 235192,7.439409,-51.018594,5.100000,Car,,
    SAO 235239,7.499893,-52.650986,5.900000,Car,,
    SAO 235252,7.508588,-54.398975,5.900000,Car,,
    SAO 235310,7.577647,-51.474722,6.300000,Car,,
    SAO 235336,7.594358,-52.533992,4.900000,Car,,
    SAO 235343,7.600465,-55.887558,6.400000,Car,,
    SAO 235391,7.650108,-53.273347,6.200000,Car,,
    SAO 235430,7.702824,-58.630914,6.400000,Car,,
    SAO 235440,7.714802,-58.230108,6.200000,Car,,
    SAO 235490,7.759888,-56.722442,6.400000,Car,,
    SAO 235532,7.805331,-56.471158,6.200000,Car,,
    SAO 235539,7.818527,-56.410436,5.500000,Car,,
    SAO 235579,7.874921,-54.367247,5.800000,Car,,
    SAO 235612,7.916800,-52.583117,6.400000,Car,,
    SAO 235615,7.914772,-57.302956,5.500000,Car,,
    SAO 235635,7.946303,-52.982208,3.600000,Car,,
    SAO 235638,7.947415,-59.126483,6.000000,Car,,
    SAO 235646,7.972606,-51.448614,6.400000,Car,,
    SAO 235680,8.013884,-54.151358,5.900000,Car,,
    SAO 235686,8.023014,-54.514969,6.000000,Car,,
    SAO 235690,8.025417,-55.455017,6.300000,Car,,
    SAO 235735,8.084443,-53.107972,5.400000,Car,,
    SAO 235781,8.158333,-51.842878,6.500000,Car,,
    SAO 235784,8.159338,-56.085533,5.800000,Car,,
    SAO 235872,8.298823,-59.166939,6.400000,Car,,
    SAO 235917,8.353342,-57.973083,6.100000,Car,,
    SAO 235932,8.375233,-59.509519,1.700000,Car,,
    SAO 236001,8.457615,-55.011772,6.400000,Car,,
    SAO 236032,8.493421,-55.190972,6.400000,Car,,
    SAO 236105,8.587614,-58.224883,5.400000,Car,,
    SAO 236106,8.588777,-58.009289,4.800000,Car,,
    SAO 236179,8.678779,-57.545197,6.500000,Car,,
    SAO 236181,8.676955,-59.761208,4.400000,Car,,
    SAO 236206,8.705799,-55.774294,6.100000,Car,,
    SAO 236254,8.766177,-54.960617,6.500000,Car,,
    SAO 236268,8.778521,-56.769703,4.600000,Car,,
    SAO 236339,8.860156,-57.633586,5.700000,Car,,
    SAO 236368,8.884394,-56.649561,6.000000,Car,,
    SAO 236402,8.914991,-58.240003,6.300000,Car,,
    SAO 236436,8.949539,-59.229347,5.300000,Car,,
    SAO 236475,8.990023,-59.083717,5.200000,Car,,
    SAO 236578,9.080006,-57.852406,6.500000,Car,,
    SAO 236693,9.182766,-58.967039,3.600000,Car,,
    SAO 236723,9.215435,-59.414353,5.600000,Car,,
    SAO 236772,9.254875,-58.388525,6.100000,Car,,
    SAO 236777,9.259711,-57.578078,6.300000,Car,,
    SAO 236787,9.270062,-57.541256,4.200000,Car,,
    SAO 236808,9.284834,-59.275317,2.300000,Car,,
    SAO 237056,9.506512,-58.361731,5.800000,Car,,
    SAO 237117,9.574073,-59.229486,4.200000,Car,,
    SAO 237221,9.678483,-57.983531,5.400000,Car,,
    SAO 237224,9.683953,-57.259614,5.800000,Car,,
    SAO 237321,9.765377,-58.794189,6.300000,Car,,
    SAO 237418,9.853325,-59.425653,5.800000,Car,,
    SAO 237621,10.032774,-57.349586,6.100000,Car,,
    SAO 237640,10.049970,-60.178617,6.000000,Car,,
    SAO 237773,10.193108,-58.827953,6.200000,Car,,
    SAO 237776,10.196214,-58.060614,6.100000,Car,,
    SAO 237799,10.217024,-59.918186,6.400000,Car,,
    SAO 237853,10.267531,-59.903275,6.400000,Car,,
    SAO 237990,10.369551,-58.265717,6.500000,Car,,
    SAO 238021,10.397467,-57.953775,6.400000,Car,,
    SAO 238046,10.416496,-58.576289,6.200000,Car,,
    SAO 238077,10.456787,-57.638875,4.900000,Car,,
    SAO 238085,10.464641,-58.739542,4.100000,Car,,
    SAO 238168,10.546563,-58.666819,6.200000,Car,,
    SAO 238182,10.557033,-58.190403,6.300000,Car,,
    SAO 238222,10.593125,-57.557650,4.500000,Car,,
    SAO 238242,10.605643,-59.564678,5.300000,Car,,
    SAO 238271,10.624112,-58.733425,5.600000,Car,,
    SAO 238278,10.634031,-57.256292,6.400000,Car,,
    SAO 238295,10.645854,-59.183025,4.700000,Car,,
    SAO 238304,10.649845,-58.816944,6.100000,Car,,
    SAO 238353,10.688217,-59.677017,6.500000,Car,,
    SAO 238379,10.711270,-59.215831,5.400000,Car,,
    SAO 238480,10.794097,-57.467686,6.300000,Car,,
    SAO 238493,10.801469,-59.919169,6.100000,Car,,
    SAO 238514,10.823361,-59.323581,6.100000,Car,,
    SAO 238557,10.875238,-57.240431,5.600000,Car,,
    SAO 238574,10.891560,-58.853353,3.900000,Car,,
    SAO 238635,10.963432,-59.731853,6.300000,Car,,
    SAO 238730,11.066672,-57.955461,6.400000,Car,,
    SAO 238779,11.108136,-58.675150,6.100000,Car,,
    SAO 238813,11.143154,-58.975031,4.000000,Car,,
    SAO 238839,11.181849,-58.455328,6.300000,Car,,
    SAO 238855,11.201050,-58.423714,6.400000,Car,,
    SAO 238877,11.225225,-59.619428,6.000000,Car,,
    SAO 249774,7.200553,-63.189989,6.100000,Car,,
    SAO 249975,7.820226,-60.283667,5.800000,Car,,
    SAO 250019,7.938493,-60.526342,5.600000,Car,,
    SAO 250030,7.953471,-63.296956,6.100000,Car,,
    SAO 250035,7.963033,-60.303203,5.700000,Car,,
    SAO 250055,7.980686,-60.824411,5.900000,Car,,
    SAO 250063,7.993779,-60.587064,5.100000,Car,,
    SAO 250064,7.994495,-60.207544,6.400000,Car,,
    SAO 250069,8.005545,-63.567403,5.000000,Car,,
    SAO 250101,8.078580,-62.836081,6.400000,Car,,
    SAO 250127,8.140147,-63.800986,6.400000,Car,,
    SAO 250131,8.150170,-61.302003,4.800000,Car,,
    SAO 250164,8.254420,-62.915875,5.300000,Car,,
    SAO 250202,8.352133,-64.106100,6.000000,Car,,
    SAO 250288,8.621928,-62.853450,5.400000,Car,,
    SAO 250291,8.653680,-60.317131,6.400000,Car,,
    SAO 250369,8.896864,-60.354192,6.000000,Car,,
    SAO 250374,8.917444,-60.644633,4.000000,Car,,
    SAO 250417,9.012704,-60.963994,5.800000,Car,,
    SAO 250441,9.102111,-64.499736,6.400000,Car,,
    SAO 250471,9.187957,-62.317144,4.200000,Car,,
    SAO 250485,9.214068,-60.916519,6.500000,Car,,
    SAO 250495,9.220022,-69.717211,1.800000,Car,,
    SAO 250526,9.288100,-68.689414,5.400000,Car,,
    SAO 250529,9.297699,-67.050889,5.900000,Car,,
    SAO 250544,9.349183,-62.404744,4.900000,Car,,
    SAO 250561,9.390941,-60.302572,6.300000,Car,,
    SAO 250563,9.401575,-61.648944,5.100000,Car,,
    SAO 250575,9.424193,-61.950289,6.000000,Car,,
    SAO 250583,9.445605,-64.929719,6.400000,Car,,
    SAO 250590,9.479719,-62.273008,6.000000,Car,,
    SAO 250591,9.475168,-66.701867,6.200000,Car,,
    SAO 250611,9.525795,-66.719389,6.300000,Car,,
    SAO 250614,9.537401,-62.788808,4.000000,Car,,
    SAO 250653,9.655821,-61.328025,4.700000,Car,,
    SAO 250683,9.754094,-62.507947,4.200000,Car,,
    SAO 250695,9.785023,-65.071886,3.100000,Car,,
    SAO 250696,9.785195,-65.072444,6.000000,Car,,
    SAO 250721,9.848793,-62.745175,5.600000,Car,,
    SAO 250760,9.954249,-64.489706,6.500000,Car,,
    SAO 250761,9.949908,-69.101972,6.300000,Car,,
    SAO 250782,10.033326,-60.420894,6.100000,Car,,
    SAO 250789,10.047054,-62.156522,6.400000,Car,,
    SAO 250795,10.059529,-61.883981,6.300000,Car,,
    SAO 250836,10.145176,-65.815336,5.400000,Car,,
    SAO 250840,10.156076,-61.549117,5.400000,Car,,
    SAO 250844,10.158460,-68.683258,6.100000,Car,,
    SAO 250875,10.222551,-61.658714,6.500000,Car,,
    SAO 250880,10.225161,-66.372972,5.400000,Car,,
    SAO 250885,10.228951,-70.037900,3.600000,Car,,
    SAO 250905,10.284699,-61.332311,3.400000,Car,,
    SAO 250917,10.317990,-64.676319,6.200000,Car,,
    SAO 250940,10.382799,-66.901678,5.300000,Car,,
    SAO 250966,10.457020,-65.704653,6.200000,Car,,
    SAO 250979,10.481287,-64.172222,5.300000,Car,,
    SAO 250981,10.484316,-65.176272,6.500000,Car,,
    SAO 250989,10.502423,-66.985008,6.400000,Car,,
    SAO 251006,10.533723,-61.685364,3.600000,Car,,
    SAO 251014,10.570247,-60.987722,6.400000,Car,,
    SAO 251059,10.669809,-65.100419,5.800000,Car,,
    SAO 251078,10.703889,-64.466308,5.200000,Car,,
    SAO 251083,10.715926,-64.394406,3.000000,Car,,
    SAO 251086,10.719337,-61.171814,6.300000,Car,,
    SAO 251090,10.725590,-60.566583,4.500000,Car,,
    SAO 251095,10.730896,-64.248981,6.100000,Car,,
    SAO 251096,10.735256,-63.961053,5.100000,Car,,
    SAO 251113,10.771345,-60.603372,6.500000,Car,,
    SAO 251115,10.771242,-64.514961,5.500000,Car,,
    SAO 251117,10.774925,-64.263197,5.400000,Car,,
    SAO 251120,10.780879,-64.383333,5.100000,Car,,
    SAO 251128,10.798272,-64.262539,6.500000,Car,,
    SAO 251173,10.908217,-61.826642,6.000000,Car,,
    SAO 251178,10.921449,-60.516981,6.200000,Car,,
    SAO 251185,10.936553,-60.453933,6.500000,Car,,
    SAO 251205,10.987225,-61.320253,6.300000,Car,,
    SAO 251267,11.106733,-64.839594,6.400000,Car,,
    SAO 251269,11.108988,-62.424031,4.800000,Car,,
    SAO 251286,11.142718,-61.946969,5.400000,Car,,
    SAO 251316,11.210006,-60.317553,4.700000,Car,,
    SAO 251320,11.212574,-64.170019,5.500000,Car,,
    SAO 251341,11.288639,-67.823653,6.100000,Car,,
    SAO 251357,11.321257,-64.582564,6.100000,Car,,
    SAO 256582,9.085881,-72.602725,4.500000,Car,,
    SAO 256583,9.093979,-70.538797,4.900000,Car,,
    SAO 256599,9.290380,-74.894308,5.500000,Car,,
    SAO 256600,9.290943,-74.734686,6.000000,Car,,
    SAO 256623,9.451766,-71.602106,5.500000,Car,,
    SAO 256634,9.526761,-73.081064,5.500000,Car,,
    SAO 256672,9.936034,-71.389336,6.400000,Car,,
    SAO 256683,10.116588,-71.478261,6.500000,Car,,
    SAO 256710,10.406552,-74.031650,4.100000,Car,,
    SAO 256711,10.412317,-73.971589,6.300000,Car,,
    SAO 256722,10.505528,-71.992822,4.900000,Car,,
    SAO 256723,10.517209,-73.221719,4.900000,Car,,
    SAO 256742,10.654613,-74.493642,6.000000,Car,,
    SAO 256750,10.738711,-70.859869,6.300000,Car,,
    SAO 256751,10.742245,-70.855083,6.500000,Car,,
    SAO 256752,10.740703,-72.443883,6.300000,Car,,
    SAO 256770,10.894988,-70.720394,6.100000,Car,,
    SAO 256775,10.954321,-75.099789,6.000000,Car,,
    SAO 256800,11.113835,-70.877956,5.800000,Car,,
    SAO 256808,11.191539,-71.436253,6.200000,Car,,
    SAO 4130,0.515276,77.019658,6.400000,Cas,,
    SAO 4142,0.555404,70.981858,6.400000,Cas,,
    SAO 4216,0.760843,74.988011,5.600000,Cas,,
    SAO 4226,0.796138,74.847525,5.400000,Cas,,
    SAO 4229,0.802530,72.674861,6.000000,Cas,,
    SAO 4288,1.008669,70.983031,6.500000,Cas,,
    SAO 4358,1.270024,71.743892,6.400000,Cas,,
    SAO 4376,1.338742,77.570564,6.400000,Cas,,
    SAO 4387,1.366456,76.238931,6.500000,Cas,,
    SAO 4401,1.429591,70.979972,6.500000,Cas,,
    SAO 4422,1.520490,70.264589,6.000000,Cas,,
    SAO 4448,1.622912,74.300847,6.400000,Cas,,
    SAO 4453,1.641921,73.040008,5.500000,Cas,,
    SAO 4470,1.715525,70.622594,5.300000,Cas,,
    SAO 4554,2.032601,70.907042,4.600000,Cas,,
    SAO 4559,2.052906,73.850469,6.200000,Cas,,
    SAO 4560,2.057250,72.421328,4.100000,Cas,,
    SAO 4562,2.085334,77.281239,5.400000,Cas,,
    SAO 4565,2.092003,76.115106,5.300000,Cas,,
    SAO 4599,2.222584,74.027814,6.200000,Cas,,
    SAO 4694,2.633885,72.818308,5.300000,Cas,,
    SAO 4840,3.198972,74.393603,4.900000,Cas,,
    SAO 4936,3.586757,73.347006,6.400000,Cas,,
    SAO 4953,3.656903,75.739681,6.400000,Cas,,
    SAO 10937,0.043369,66.098944,6.000000,Cas,,
    SAO 10942,0.057140,63.641972,6.300000,Cas,,
    SAO 10954,0.070453,62.287853,6.000000,Cas,,
    SAO 10962,0.085045,61.314083,5.900000,Cas,,
    SAO 10978,0.107383,64.196186,5.500000,Cas,,
    SAO 11084,0.282533,61.533281,5.800000,Cas,,
    SAO 11172,0.413191,61.831100,5.400000,Cas,,
    SAO 11243,0.523704,66.519569,6.100000,Cas,,
    SAO 11256,0.549990,62.931778,4.200000,Cas,,
    SAO 11265,0.573580,66.750369,6.400000,Cas,,
    SAO 11291,0.607589,60.326219,5.800000,Cas,,
    SAO 11336,0.700988,66.147594,5.900000,Cas,,
    SAO 11380,0.777512,69.325072,6.400000,Cas,,
    SAO 11424,0.845441,64.247522,5.500000,Cas,,
    SAO 11430,0.854555,61.805792,6.400000,Cas,,
    SAO 11444,0.884486,61.124092,4.900000,Cas,,
    SAO 11481,0.948783,68.776067,6.400000,Cas,,
    SAO 11482,0.945143,60.716694,2.800000,Cas,,
    SAO 11484,0.946411,60.362753,5.500000,Cas,,
    SAO 11502,0.975295,66.352094,6.000000,Cas,,
    SAO 11551,1.060267,61.075039,5.900000,Cas,,
    SAO 11557,1.072108,61.580289,5.900000,Cas,,
    SAO 11571,1.106338,62.761633,6.400000,Cas,,
    SAO 11612,1.177599,68.778772,5.300000,Cas,,
    SAO 11615,1.190438,64.202900,5.500000,Cas,,
    SAO 11617,1.194840,65.018789,5.500000,Cas,,
    SAO 11637,1.219428,61.705800,6.300000,Cas,,
    SAO 11712,1.351451,64.658356,6.300000,Cas,,
    SAO 11751,1.432232,68.129994,5.000000,Cas,,
    SAO 11788,1.514519,66.098081,6.200000,Cas,,
    SAO 11919,1.705701,68.043028,5.500000,Cas,,
    SAO 11931,1.716209,61.421689,6.500000,Cas,,
    SAO 11941,1.722134,60.551189,5.800000,Cas,,
    SAO 11983,1.795791,63.852292,5.700000,Cas,,
    SAO 12031,1.906586,63.670075,3.400000,Cas,,
    SAO 12038,1.933319,68.685153,5.000000,Cas,,
    SAO 12065,1.975904,61.697933,6.000000,Cas,,
    SAO 12076,1.993889,64.621525,5.200000,Cas,,
    SAO 12095,2.047969,64.901453,5.900000,Cas,,
    SAO 12097,2.050080,64.389972,5.600000,Cas,,
    SAO 12105,2.077809,65.103406,6.500000,Cas,,
    SAO 12180,2.241401,66.524478,6.100000,Cas,,
    SAO 12226,2.336922,64.337342,6.500000,Cas,,
    SAO 12298,2.484436,67.402378,4.600000,Cas,,
    SAO 12361,2.626698,65.745269,6.100000,Cas,,
    SAO 12421,2.747130,67.824636,5.800000,Cas,,
    SAO 12445,2.815414,69.634150,6.300000,Cas,,
    SAO 12472,2.866326,68.888344,6.000000,Cas,,
    SAO 12517,2.932484,61.521169,5.600000,Cas,,
    SAO 12608,3.121928,64.057769,5.800000,Cas,,
    SAO 12619,3.148308,62.383889,6.500000,Cas,,
    SAO 12636,3.183500,64.896272,6.500000,Cas,,
    SAO 20531,23.274098,61.963164,6.500000,Cas,,
    SAO 20572,23.342946,62.213189,6.400000,Cas,,
    SAO 20614,23.413959,62.282822,5.200000,Cas,,
    SAO 20793,23.708786,61.679603,6.500000,Cas,,
    SAO 20866,23.810826,64.876281,6.400000,Cas,,
    SAO 20869,23.813936,62.214508,5.600000,Cas,,
    SAO 21009,0.026921,61.223000,5.700000,Cas,,
    SAO 21062,0.081948,58.531772,6.500000,Cas,,
    SAO 21085,0.104433,58.436675,6.100000,Cas,,
    SAO 21133,0.152978,59.149719,2.400000,Cas,,
    SAO 21162,0.174928,57.165617,6.500000,Cas,,
    SAO 21273,0.295289,51.433067,6.100000,Cas,,
    SAO 21366,0.404346,52.019922,5.400000,Cas,,
    SAO 21381,0.418448,53.046744,5.700000,Cas,,
    SAO 21457,0.505531,59.977356,5.900000,Cas,,
    SAO 21486,0.528111,52.839344,5.700000,Cas,,
    SAO 21489,0.529559,54.522278,4.900000,Cas,,
    SAO 21512,0.552886,54.894919,6.100000,Cas,,
    SAO 21551,0.602303,54.168492,5.100000,Cas,,
    SAO 21566,0.616194,53.896906,3.700000,Cas,,
    SAO 21609,0.675129,56.537342,2.500000,Cas,,
    SAO 21637,0.701083,50.512522,4.900000,Cas,,
    SAO 21642,0.708645,58.753467,6.100000,Cas,,
    SAO 21677,0.754779,55.221539,5.500000,Cas,,
    SAO 21689,0.770857,55.305158,6.500000,Cas,,
    SAO 21693,0.778450,59.574528,6.500000,Cas,,
    SAO 21729,0.813906,50.968278,5.000000,Cas,,
    SAO 21732,0.818344,57.815892,3.600000,Cas,,
    SAO 21767,0.849268,51.507947,6.500000,Cas,,
    SAO 21775,0.859370,51.571089,6.200000,Cas,,
