<?xml version="1.0" encoding="utf-8"?>
<Catalog>
  <CatalogType>Bright Stars Catalog (from HEASARC)</CatalogType>
  <Description>Bright Star Catalog</Description>
  <VisualMagnitudeLimit>14.7</VisualMagnitudeLimit>
  <Epoch>2000.0</Epoch>
  <Author>Hoffleit, Warren</Author>
  <Date>2014-01-31 14:09:17</Date>
  <Source>http://heasarc.gsfc.nasa.gov/W3Browse/star-catalog/bsc5p.html</Source>
  <Comments>
    Catalog covers 88 Constellations and contains 9096 Objects.
    File was saved: Mon Jul 06 16:49:58 EDT 2015
    File was created and filtered by J. L. Lawrence
  </Comments>
  <DataFormatDescrip>
    The format for star catalogs requires that the objects in the catalog
    be sorted by constellation (i.e., constellation abbreviated name) and then by
    object name within the constellations. The data below, sorted by constellation
    and then by object name, is saved as comma delimited fields as follows:
    Name,RA,Decl,mV,Constellation,Alternate Name,Comment
    IMPORTANT NOTE: Because commas are used as field delimiters, commas must **NOT**
    be included in the Name, Alternate Name, or Comment fields!
  </DataFormatDescrip>
  <Data>
    HR 4557,11.907167,-37.748900,6.460000,Cen,,
    HR 4563,11.916613,-63.278900,5.910000,Cen,,
    HR 4568,11.931860,-39.689200,6.130000,Cen,,
    HR 4570,11.945527,-47.072500,6.260000,Cen,,
    HR 4577,11.972307,-40.947200,6.790000,Cen,,
    HR 4582,11.986360,-51.696700,6.050000,Cen,,
    HR 4600,12.061000,-42.434200,5.150000,Cen,,
    HR 4618,12.134780,-50.661400,4.470000,Cen,,
    HR 4619,12.134667,-50.763300,6.370000,Cen,,
    HR 4620,12.137413,-48.692800,5.340000,Cen,,
    HR 4621,12.139307,-50.722500,2.600000,Cen,Del Cen,
    HR 4624,12.148280,-44.326100,5.750000,Cen,,
    HR 4625,12.148473,-41.231400,5.480000,Cen,,
    HR 4631,12.176053,-37.870300,6.060000,Cen,,
    HR 4636,12.184140,-45.422800,6.610000,Cen,,
    HR 4637,12.192053,-51.359400,6.230000,Cen,,
    HR 4638,12.194193,-52.368600,3.960000,Cen,Rho Cen,
    HR 4648,12.223693,-38.929200,5.760000,Cen,,
    HR 4652,12.234053,-45.723900,5.310000,Cen,,
    HR 4658,12.258473,-41.913100,6.260000,Cen,,
    HR 4675,12.296473,-36.093900,6.150000,Cen,,
    HR 4682,12.316580,-55.143100,5.000000,Cen,,
    HR 4712,12.393167,-35.412800,5.320000,Cen,,
    HR 4713,12.393580,-39.303100,6.400000,Cen,,
    HR 4714,12.395807,-38.911100,5.790000,Cen,,
    HR 4718,12.412413,-41.384200,6.250000,Cen,,
    HR 4721,12.419027,-42.514400,6.110000,Cen,,
    HR 4724,12.422720,-35.186400,5.730000,Cen,,
    HR 4732,12.442113,-51.450800,4.820000,Cen,,
    HR 4734,12.446720,-48.913300,6.260000,Cen,,
    HR 4743,12.467333,-50.230600,3.910000,Cen,Sig Cen,
    HR 4748,12.472920,-39.041400,5.440000,Cen,,
    HR 4755,12.499420,-41.736100,6.020000,Cen,,
    HR 4782,12.566447,-49.909400,6.380000,Cen,,
    HR 4788,12.578420,-44.673300,5.770000,Cen,,
    HR 4794,12.595973,-41.021900,5.130000,Cen,,
    HR 4796,12.600333,-39.870000,5.800000,Cen,,
    HR 4802,12.628387,-48.541100,3.860000,Cen,Tau Cen,
    HR 4817,12.664587,-39.987500,4.640000,Cen,,
    HR 4818,12.689720,-46.145600,5.840000,Cen,,
    HR 4819,12.691947,-48.959700,2.170000,Cen,Gam Cen,
    HR 4831,12.709833,-48.813100,4.660000,Cen,,
    HR 4836,12.723973,-40.177800,6.440000,Cen,,
    HR 4838,12.732973,-36.349200,6.390000,Cen,,
    HR 4850,12.779447,-33.315600,5.860000,Cen,,
    HR 4871,12.838780,-48.459700,6.240000,Cen,,
    HR 4872,12.849420,-52.787500,5.730000,Cen,,
    HR 4874,12.844780,-33.999400,4.910000,Cen,,
    HR 4879,12.865780,-39.680800,5.980000,Cen,,
    HR 4880,12.868140,-48.094200,6.330000,Cen,,
    HR 4882,12.873500,-53.829400,6.240000,Cen,,
    HR 4885,12.884420,-54.952500,5.930000,Cen,,
    HR 4888,12.885247,-48.943300,4.330000,Cen,,
    HR 4889,12.890613,-40.178900,4.270000,Cen,,
    HR 4903,12.916247,-44.151900,5.890000,Cen,,
    HR 4906,12.922053,-42.915800,5.470000,Cen,,
    HR 4913,12.951220,-51.198600,5.160000,Cen,,
    HR 4922,13.009053,-33.505300,6.020000,Cen,,
    HR 4933,13.059220,-49.527200,4.850000,Cen,Xi 1Cen,
    HR 4938,13.080027,-41.196700,6.260000,Cen,,
    HR 4939,13.091887,-52.115000,6.430000,Cen,,
    HR 4940,13.104640,-48.463600,4.710000,Cen,,
    HR 4941,13.109753,-41.588600,5.590000,Cen,,
    HR 4942,13.115167,-49.906100,4.270000,Cen,Xi 2Cen,
    HR 4944,13.123387,-59.860600,5.990000,Cen,,
    HR 4947,13.115087,-35.861900,6.540000,Cen,,
    HR 4951,13.127307,-53.459700,5.710000,Cen,,
    HR 4965,13.182887,-52.566900,6.060000,Cen,,
    HR 4970,13.185780,-42.233100,5.790000,Cen,,
    HR 4972,13.198087,-63.302800,6.330000,Cen,,
    HR 4973,13.189780,-43.368900,5.250000,Cen,,
    HR 4975,13.204833,-59.920800,4.600000,Cen,,
    HR 4979,13.200887,-37.803100,4.850000,Cen,,
    HR 4980,13.215553,-59.816700,6.160000,Cen,,
    HR 4982,13.214140,-42.699700,6.220000,Cen,,
    HR 4985,13.223193,-50.700000,5.890000,Cen,,
    HR 4988,13.236693,-58.683900,5.890000,Cen,,
    HR 4989,13.237447,-59.103300,4.920000,Cen,,
    HR 4991,13.232640,-43.138900,6.160000,Cen,,
    HR 4996,13.245307,-48.956700,5.890000,Cen,,
    HR 4999,13.252693,-36.371100,6.190000,Cen,,
    HR 5006,13.281420,-31.506100,5.100000,Cen,,
    HR 5008,13.287193,-43.979400,5.840000,Cen,,
    HR 5016,13.309613,-51.286100,6.190000,Cen,,
    HR 5024,13.343027,-59.773300,6.180000,Cen,,
    HR 5026,13.343833,-52.748100,5.480000,Cen,,
    HR 5027,13.346747,-55.800600,6.020000,Cen,,
    HR 5028,13.343280,-36.712200,2.750000,Cen,Iot Cen,
    HR 5029,13.349360,-46.880600,5.770000,Cen,,
    HR 5034,13.376580,-60.972200,6.180000,Cen,,
    HR 5035,13.377193,-60.988300,4.530000,Cen,,
    HR 5036,13.371167,-52.183100,5.830000,Cen,,
    HR 5038,13.381307,-47.943100,6.160000,Cen,,
    HR 5039,13.384053,-48.562800,6.380000,Cen,,
    HR 5041,13.400140,-64.535800,4.530000,Cen,,
    HR 5043,13.385753,-33.190000,6.220000,Cen,,
    HR 5046,13.397860,-49.823100,6.480000,Cen,,
    HR 5048,13.420527,-64.485300,5.310000,Cen,,
    HR 5058,13.435500,-39.755300,5.090000,Cen,,
    HR 5060,13.448913,-41.498100,5.690000,Cen,,
    HR 5061,13.451747,-49.143900,6.310000,Cen,,
    HR 5063,13.455780,-49.380800,6.280000,Cen,,
    HR 5065,13.454080,-40.163100,6.400000,Cen,,
    HR 5071,13.490333,-51.165300,5.060000,Cen,,
    HR 5089,13.517413,-39.407500,3.880000,Cen,,
    HR 5092,13.534807,-38.399200,6.160000,Cen,,
    HR 5103,13.574693,-48.272200,6.330000,Cen,,
    HR 5104,13.578780,-33.310800,6.440000,Cen,,
    HR 5113,13.620053,-61.691900,5.630000,Cen,,
    HR 5117,13.614027,-34.467800,6.500000,Cen,,
    HR 5118,13.618333,-44.143300,5.980000,Cen,,
    HR 5121,13.623253,-46.428300,5.900000,Cen,,
    HR 5122,13.635447,-58.415000,6.420000,Cen,,
    HR 5124,13.646973,-57.623100,6.010000,Cen,,
    HR 5130,13.669693,-64.576900,5.790000,Cen,,
    HR 5132,13.664780,-53.466400,2.300000,Cen,Eps Cen,
    HR 5134,13.666580,-49.950300,6.000000,Cen,,
    HR 5135,13.661333,-39.748100,6.270000,Cen,,
    HR 5136,13.663500,-40.051900,5.600000,Cen,,
    HR 5140,13.700307,-58.787200,5.380000,Cen,,
    HR 5141,13.695747,-54.560000,5.010000,Cen,,
    HR 5147,13.696027,-33.596900,6.050000,Cen,,
    HR 5151,13.715580,-56.768100,6.000000,Cen,,
    HR 5152,13.715167,-50.790600,6.410000,Cen,,
    HR 5155,13.715280,-41.401100,5.980000,Cen,,
    HR 5157,13.727780,-42.067500,5.980000,Cen,,
    HR 5158,13.737753,-51.013100,6.470000,Cen,,
    HR 5168,13.761447,-33.043900,4.230000,Cen,1 Cen,
    HR 5171,13.786307,-62.590000,6.510000,Cen,,
    HR 5172,13.777587,-51.432800,4.650000,Cen,,
    HR 5174,13.782333,-36.251900,5.150000,Cen,,
    HR 5175,13.791000,-50.249400,5.910000,Cen,,
    HR 5176,13.794000,-50.321100,5.450000,Cen,,
    HR 5189,13.815307,-35.703900,6.530000,Cen,,
    HR 5190,13.825087,-41.687800,3.410000,Cen,Nu Cen,
    HR 5192,13.824087,-34.450800,4.190000,Cen,2 Cen,
    HR 5193,13.826947,-42.473900,3.040000,Cen,Mu Cen,
    HR 5198,13.838720,-39.901100,6.440000,Cen,,
    HR 5206,13.863113,-46.899200,5.770000,Cen,,
    HR 5207,13.868000,-52.811700,5.250000,Cen,,
    HR 5208,13.860167,-36.433300,6.350000,Cen,,
    HR 5210,13.863780,-32.994400,4.560000,Cen,3 Cen,
    HR 5211,13.863920,-32.994700,6.060000,Cen,3 Cen,
    HR 5212,13.866920,-31.619400,6.120000,Cen,,
    HR 5217,13.895307,-53.373600,5.890000,Cen,,
    HR 5221,13.886807,-31.927800,4.730000,Cen,4 Cen,
    HR 5222,13.892447,-35.664200,5.540000,Cen,,
    HR 5223,13.899140,-47.128100,6.100000,Cen,,
    HR 5224,13.897833,-35.314400,6.190000,Cen,,
    HR 5230,13.920053,-52.161100,5.710000,Cen,,
    HR 5231,13.925667,-47.288300,2.550000,Cen,Zet Cen,
    HR 5234,13.938833,-54.131900,6.140000,Cen,,
    HR 5236,13.942500,-54.704400,6.000000,Cen,,
    HR 5237,13.929027,-31.285000,6.510000,Cen,,
    HR 5239,13.938753,-46.592500,5.830000,Cen,,
    HR 5241,13.960807,-63.686700,4.710000,Cen,,
    HR 5248,13.971193,-42.100800,3.830000,Cen,Phi Cen,
    HR 5249,13.978000,-44.803600,3.870000,Cen,Ups1Cen,
    HR 5251,13.988140,-50.370000,5.910000,Cen,,
    HR 5252,14.004807,-61.481400,6.490000,Cen,,
    HR 5259,14.021947,-40.222200,6.130000,Cen,,
    HR 5260,14.028720,-45.603600,4.340000,Cen,Ups2Cen,
    HR 5266,14.057280,-56.213600,5.920000,Cen,,
    HR 5267,14.063720,-60.373100,0.610000,Cen,Bet Cen,
    HR 5268,14.050473,-31.683900,6.180000,Cen,,
    HR 5269,14.057640,-41.423300,6.110000,Cen,,
    HR 5278,14.096253,-54.669400,6.170000,Cen,,
    HR 5281,14.106973,-59.715600,6.420000,Cen,,
    HR 5285,14.100780,-41.179700,4.360000,Cen,Chi Cen,
    HR 5286,14.103027,-43.091900,6.200000,Cen,,
    HR 5288,14.111387,-36.370000,2.060000,Cen,5The Cen,
    HR 5289,14.137307,-63.208100,6.400000,Cen,,
    HR 5292,14.148973,-59.276700,6.340000,Cen,,
    HR 5294,14.147747,-43.471100,6.170000,Cen,,
    HR 5296,14.159720,-51.504700,6.000000,Cen,,
    HR 5297,14.165220,-53.439200,4.750000,Cen,,
    HR 5308,14.221220,-53.665800,5.560000,Cen,,
    HR 5311,14.227747,-54.625800,6.110000,Cen,,
    HR 5316,14.249167,-57.085800,5.070000,Cen,,
    HR 5318,14.245167,-41.837500,5.610000,Cen,,
    HR 5319,14.255887,-53.509700,6.390000,Cen,,
    HR 5325,14.260780,-45.000800,6.310000,Cen,,
    HR 5326,14.276167,-59.913900,6.390000,Cen,,
    HR 5337,14.271747,-33.241400,6.550000,Cen,,
    HR 5348,14.306613,-33.220600,6.540000,Cen,,
    HR 5349,14.330973,-61.273100,5.230000,Cen,,
    HR 5357,14.323307,-37.003600,5.940000,Cen,,
    HR 5358,14.338753,-56.386700,4.330000,Cen,,
    HR 5367,14.342613,-37.885300,4.050000,Cen,Psi Cen,
    HR 5371,14.376947,-58.459400,4.920000,Cen,,
    HR 5376,14.372140,-34.786900,5.560000,Cen,,
    HR 5378,14.383947,-39.512200,4.420000,Cen,,
    HR 5398,14.437053,-42.319200,6.320000,Cen,,
    HR 5400,14.447193,-39.873900,6.350000,Cen,,
    HR 5403,14.478747,-59.197800,6.450000,Cen,,
    HR 5417,14.515693,-40.845000,6.390000,Cen,,
    HR 5419,14.519667,-38.869700,5.970000,Cen,,
    HR 5421,14.542473,-56.887800,6.930000,Cen,,
    HR 5428,14.552667,-30.714200,6.090000,Cen,,
    HR 5431,14.568887,-42.099700,6.600000,Cen,,
    HR 5432,14.588113,-60.015800,6.400000,Cen,,
    HR 5439,14.592087,-41.517200,5.870000,Cen,,
    HR 5440,14.591780,-42.157800,2.310000,Cen,Eta Cen,
    HR 5446,14.606720,-39.597200,6.130000,Cen,,
    HR 5449,14.612280,-40.211700,5.740000,Cen,,
    HR 5456,14.638780,-38.794200,6.020000,Cen,,
    HR 5459,14.659973,-60.835300,-0.010000,Cen,Alp1Cen,
    HR 5460,14.660027,-60.835600,1.330000,Cen,Alp2Cen,
    HR 5461,14.675780,-56.440800,6.300000,Cen,,
    HR 5466,14.683720,-36.135000,5.670000,Cen,,
    HR 5471,14.699333,-37.793600,4.000000,Cen,,
    HR 5474,14.697527,-30.933300,6.370000,Cen,,
    HR 5485,14.727613,-35.173600,4.050000,Cen,,
    HR 5489,14.749780,-35.191900,4.920000,Cen,,
    HR 5508,14.784753,-38.290800,5.940000,Cen,,
    HR 5519,14.810587,-36.634700,6.040000,Cen,,
    HR 5542,14.875860,-30.576900,6.290000,Cen,,
    HR 5543,14.880860,-37.803300,5.030000,Cen,,
    HR 5549,14.910553,-33.300600,5.820000,Cen,,
    HR 5558,14.929080,-33.855800,5.320000,Cen,,
    HR 5561,14.943280,-39.416100,6.360000,Cen,,
    HR 5562,14.941920,-32.636700,6.060000,Cen,,
    HR 5572,14.976887,-39.906700,6.150000,Cen,,
    HR 5576,14.986027,-42.104200,3.130000,Cen,Kap Cen,
    HR 5579,14.987193,-37.881400,6.470000,Cen,,
    HR 5585,15.020280,-38.058300,5.890000,Cen,,
    HR 5587,15.032807,-34.358900,6.220000,Cen,,
    HR 20,0.155613,79.714700,6.010000,Cep,,
    HR 55,0.270553,76.950800,6.350000,Cep,,
    HR 158,0.663140,82.493900,6.400000,Cep,,
    HR 240,0.914747,83.707200,5.620000,Cep,,
    HR 285,1.145753,86.256900,4.250000,Cep,,
    HR 306,1.270413,87.145300,6.250000,Cep,,
    HR 312,1.153420,80.011700,6.290000,Cep,,
    HR 333,1.204640,79.673900,5.640000,Cep,,
    HR 357,1.275193,79.910000,6.260000,Cep,,
    HR 386,1.396333,78.725800,6.070000,Cep,,
    HR 572,2.049220,77.916400,6.040000,Cep,,
    HR 597,2.157027,81.295800,6.050000,Cep,,
    HR 774,2.796553,81.448300,5.780000,Cep,,
    HR 881,3.102167,79.418600,5.490000,Cep,,
    HR 906,3.195220,81.470600,5.950000,Cep,,
    HR 961,3.338807,77.734700,5.450000,Cep,,
    HR 965,3.538920,84.911100,5.610000,Cep,,
    HR 1107,4.167080,86.626100,5.860000,Cep,,
    HR 1230,4.167447,80.698600,5.100000,Cep,,
    HR 1289,4.470280,83.807800,5.570000,Cep,,
    HR 1304,4.500027,83.340600,5.460000,Cep,,
    HR 1317,4.450780,80.824200,5.430000,Cep,,
    HR 1523,5.005753,81.193900,5.070000,Cep,,
    HR 1616,5.530000,85.938600,6.510000,Cep,,
    HR 1714,5.730193,85.668100,6.600000,Cep,,
    HR 1885,6.022280,85.182200,6.110000,Cep,,
    HR 2609,7.675140,87.020000,5.070000,Cep,,
    HR 7742,20.224360,60.640600,5.790000,Cep,,
    HR 7750,20.148140,77.711400,4.390000,Cep,1Kap Cep,
    HR 7850,20.493027,62.994200,4.220000,Cep,2The Cep,
    HR 7925,20.671640,60.505300,6.010000,Cep,,
    HR 7938,20.711027,60.601400,6.150000,Cep,,
    HR 7940,20.720413,57.114200,6.320000,Cep,,
    HR 7944,20.739447,56.488100,5.780000,Cep,,
    HR 7945,20.719720,66.657500,5.580000,Cep,4 Cep,
    HR 7955,20.755860,57.579700,4.510000,Cep,,
    HR 7957,20.754833,61.838900,3.430000,Cep,3Eta Cep,
    HR 7967,20.742527,69.751900,6.410000,Cep,,
    HR 7993,20.821500,64.042200,6.450000,Cep,,
    HR 8029,20.938053,56.887500,6.230000,Cep,,
    HR 8043,20.912307,75.925600,6.050000,Cep,,
    HR 8049,20.990387,59.438600,5.510000,Cep,,
    HR 8065,21.035860,56.669700,5.830000,Cep,,
    HR 8099,21.106473,71.431900,5.870000,Cep,,
    HR 8109,21.158027,63.295600,6.540000,Cep,,
    HR 8112,21.091473,78.126400,5.910000,Cep,,
    HR 8113,21.158887,68.490300,7.330000,Cep,,
    HR 8119,21.196720,59.986400,5.640000,Cep,,
    HR 8133,21.228500,64.403900,6.390000,Cep,,
    HR 8150,21.287307,55.798100,5.980000,Cep,,
    HR 8153,21.288553,58.611700,6.420000,Cep,,
    HR 8162,21.309667,62.585600,2.440000,Cep,5Alp Cep,
    HR 8164,21.321053,58.623600,5.660000,Cep,,
    HR 8168,21.261720,77.012200,5.950000,Cep,,
    HR 8171,21.322833,64.871900,5.180000,Cep,6 Cep,
    HR 8174,21.222640,81.230800,6.150000,Cep,,
    HR 8179,21.342640,60.756900,6.110000,Cep,,
    HR 8224,21.457027,59.750000,6.100000,Cep,,
    HR 8226,21.481307,55.418600,6.120000,Cep,,
    HR 8227,21.462807,66.809200,5.440000,Cep,7 Cep,
    HR 8238,21.477667,70.560800,3.230000,Cep,8Bet Cep,
    HR 8239,21.413807,80.524700,5.970000,Cep,,
    HR 8243,21.516473,60.459400,5.530000,Cep,,
    HR 8279,21.632000,62.081900,4.730000,Cep,9 Cep,
    HR 8281,21.649333,57.489200,5.620000,Cep,,
    HR 8312,21.712613,59.271100,6.080000,Cep,,
    HR 8316,21.725113,58.780000,4.080000,Cep,Mu Cep,
    HR 8317,21.698693,71.311400,4.560000,Cep,11 Cep,
    HR 8324,21.717780,72.320300,5.170000,Cep,,
    HR 8327,21.748140,62.460600,5.950000,Cep,,
    HR 8334,21.757473,61.120800,4.290000,Cep,10Nu Cep,
    HR 8339,21.790360,60.692800,5.520000,Cep,12 Cep,
    HR 8342,21.783613,70.150800,6.290000,Cep,,
    HR 8347,21.821947,61.272800,6.170000,Cep,,
    HR 8357,21.866947,55.796900,5.710000,Cep,,
    HR 8361,21.860360,65.752800,6.370000,Cep,,
    HR 8371,21.914780,56.611400,5.800000,Cep,13 Cep,
    HR 8374,21.922413,61.541900,6.130000,Cep,,
    HR 8375,21.925307,65.320800,5.860000,Cep,,
    HR 8383,21.944193,63.625600,4.910000,Cep,,
    HR 8384,21.953087,66.156100,6.430000,Cep,,
    HR 8388,21.981500,62.698300,5.930000,Cep,,
    HR 8389,21.989720,57.658300,6.590000,Cep,,
    HR 8395,21.964167,74.996700,6.350000,Cep,,
    HR 8399,22.010920,62.488100,6.660000,Cep,,
    HR 8400,21.987500,73.180000,5.030000,Cep,16 Cep,
    HR 8406,22.034613,58.000600,5.560000,Cep,14 Cep,
    HR 8416,22.064693,63.119700,5.290000,Cep,18 Cep,
    HR 8417,22.063167,64.627800,4.290000,Cep,17Xi Cep,
    HR 8423,21.970193,82.869700,6.980000,Cep,,
    HR 8426,22.083473,62.785600,5.270000,Cep,20 Cep,
    HR 8428,22.085807,62.280000,5.110000,Cep,19 Cep,
    HR 8434,22.103747,56.343100,6.390000,Cep,,
    HR 8442,22.119333,58.840800,6.320000,Cep,,
    HR 8465,22.180913,58.201100,3.350000,Cep,21Zet Cep,
    HR 8468,22.163447,72.341100,4.790000,Cep,24 Cep,
    HR 8469,22.191860,59.414400,5.040000,Cep,22Lam Cep,
    HR 8472,22.196887,56.839400,5.240000,Cep,,
    HR 8473,22.170920,72.111100,6.370000,Cep,,
    HR 8474,22.177473,70.132800,5.500000,Cep,,
    HR 8476,22.199140,59.084700,6.300000,Cep,,
    HR 8479,22.200527,60.759400,5.350000,Cep,,
    HR 8483,22.206193,63.291400,5.790000,Cep,,
    HR 8490,22.230413,63.162500,6.110000,Cep,,
    HR 8493,22.214693,73.307200,6.080000,Cep,,
    HR 8494,22.250553,57.043600,4.190000,Cep,23Eps Cep,
    HR 8506,22.274027,57.220300,5.880000,Cep,,
    HR 8511,22.303527,62.804400,5.750000,Cep,25 Cep,
    HR 8525,22.305667,76.488100,6.660000,Cep,,
    HR 8535,22.383387,57.284400,6.160000,Cep,,
    HR 8537,22.383387,62.420000,6.040000,Cep,,
    HR 8546,22.219613,86.108100,5.270000,Cep,,
    HR 8550,22.394807,78.243300,6.760000,Cep,,
    HR 8557,22.433553,70.770800,5.470000,Cep,,
    HR 8561,22.451473,65.132200,5.460000,Cep,26 Cep,
    HR 8568,22.472140,64.085600,6.290000,Cep,,
    HR 8571,22.486193,58.415300,3.750000,Cep,27Del Cep,
    HR 8578,22.445140,78.785800,5.830000,Cep,28Rho1Cep,
    HR 8591,22.498027,78.824200,5.500000,Cep,29Rho2Cep,
    HR 8595,22.550807,69.913600,6.600000,Cep,,
    HR 8598,22.554720,70.373900,6.340000,Cep,,
    HR 8599,22.537833,76.226400,5.680000,Cep,,
    HR 8615,22.596140,73.643100,5.080000,Cep,31 Cep,
    HR 8625,22.620280,75.371700,5.790000,Cep,,
    HR 8627,22.644167,63.584400,5.190000,Cep,30 Cep,
    HR 8677,22.789780,58.482800,6.360000,Cep,,
    HR 8683,22.812280,62.938300,6.060000,Cep,,
    HR 8687,22.816860,68.570300,6.190000,Cep,,
    HR 8694,22.828000,66.200600,3.520000,Cep,32Iot Cep,
    HR 8696,22.856333,61.696900,5.600000,Cep,,
    HR 8702,22.791387,83.153900,4.740000,Cep,,
    HR 8707,22.884387,60.101100,6.010000,Cep,,
    HR 8736,22.850613,85.373600,5.900000,Cep,,
    HR 8745,22.985833,59.814700,6.430000,Cep,,
    HR 8748,22.906887,84.346100,4.710000,Cep,,
    HR 8777,23.056587,60.445300,6.740000,Cep,,
    HR 8779,23.059140,67.209200,5.240000,Cep,,
    HR 8808,23.129920,63.633300,6.260000,Cep,,
    HR 8811,23.132553,64.222500,6.210000,Cep,,
    HR 8819,23.131640,75.387500,4.410000,Cep,33Pi Cep,
    HR 8844,23.243693,74.231100,5.840000,Cep,,
    HR 8851,23.260500,70.888100,5.560000,Cep,,
    HR 8867,23.288580,75.299200,6.380000,Cep,,
    HR 8872,23.310413,68.111700,4.750000,Cep,34Omi Cep,
    HR 8918,23.454613,70.359700,5.600000,Cep,,
    HR 8938,23.450220,87.307500,5.580000,Cep,,
    HR 8952,23.583053,71.642200,5.840000,Cep,,
    HR 8971,23.652887,75.292800,5.950000,Cep,,
    HR 8972,23.655860,74.002800,5.980000,Cep,,
    HR 8974,23.655780,77.632500,3.210000,Cep,35Gam Cep,
    HR 9005,23.776860,66.782200,5.950000,Cep,,
    HR 9013,23.798553,67.806900,5.040000,Cep,,
    HR 9034,23.866000,77.599400,6.550000,Cep,,
    HR 9038,23.873640,75.544700,6.390000,Cep,,
    HR 9056,23.941027,83.191100,6.590000,Cep,,
    HR 9099,0.064420,66.712200,6.290000,Cep,,
    HR 9104,0.078333,67.166700,5.670000,Cep,,
    HR 9,0.113920,-23.107500,6.180000,Cet,,
    HR 10,0.121720,-17.386400,6.190000,Cet,,
    HR 12,0.129667,-22.508900,5.940000,Cet,,
    HR 16,0.138167,-8.823900,5.990000,Cet,,
    HR 18,0.142613,-17.577500,6.060000,Cet,,
    HR 31,0.178553,-12.580000,5.850000,Cet,,
    HR 33,0.187753,-15.468100,4.890000,Cet,6 Cet,
    HR 37,0.202780,-17.938300,5.250000,Cet,,
    HR 46,0.241000,-7.780600,5.120000,Cet,,
    HR 48,0.244000,-18.932800,4.440000,Cet,7 Cet,
    HR 51,0.248473,-9.569700,5.750000,Cet,,
    HR 61,0.278473,-20.210600,6.470000,Cet,,
    HR 66,0.292387,-19.051100,6.450000,Cet,,
    HR 72,0.311613,-8.052800,6.460000,Cet,,
    HR 74,0.323807,-8.823900,3.560000,Cet,8Iot Cet,
    HR 85,0.362860,-20.057800,5.120000,Cet,,
    HR 88,0.381053,-12.209400,6.390000,Cet,9 Cet,
    HR 101,0.443720,-0.049700,6.190000,Cet,10 Cet,
    HR 108,0.472527,-20.335000,6.430000,Cet,,
    HR 115,0.497747,-14.864200,6.140000,Cet,,
    HR 117,0.500667,-3.957200,5.720000,Cet,12 Cet,
    HR 118,0.506307,-23.787800,5.190000,Cet,,
    HR 142,0.587473,-3.592800,5.200000,Cet,13 Cet,
    HR 143,0.592447,-0.505600,5.930000,Cet,14 Cet,
    HR 150,0.600833,-14.973600,6.450000,Cet,,
    HR 151,0.601920,-22.842500,6.060000,Cet,,
    HR 159,0.622420,-24.767200,5.570000,Cet,,
    HR 172,0.674613,-16.516900,6.490000,Cet,,
    HR 173,0.675807,-23.804400,6.140000,Cet,,
    HR 174,0.678447,-4.351900,5.910000,Cet,,
    HR 188,0.726500,-17.986700,2.040000,Cet,16Bet Cet,
    HR 190,0.730613,-12.011700,6.020000,Cet,,
    HR 194,0.736500,-10.609400,4.760000,Cet,17Phi1Cet,
    HR 197,0.745667,-22.006100,5.240000,Cet,,
    HR 201,0.756693,-4.629200,6.150000,Cet,,
    HR 203,0.757973,-12.880800,6.150000,Cet,18 Cet,
    HR 206,0.761580,-16.424200,6.470000,Cet,,
    HR 210,0.769947,-22.521900,5.500000,Cet,,
    HR 218,0.795360,-18.061400,5.700000,Cet,,
    HR 220,0.800307,-21.722500,5.570000,Cet,,
    HR 227,0.823780,-13.561400,5.590000,Cet,,
    HR 228,0.820527,-24.136400,5.900000,Cet,,
    HR 232,0.825947,-23.361700,6.280000,Cet,,
    HR 235,0.835447,-10.644400,5.190000,Cet,19Phi2Cet,
    HR 247,0.877947,-24.005800,5.460000,Cet,,
    HR 248,0.883473,-1.144200,4.770000,Cet,20 Cet,
    HR 251,0.886780,-24.776900,6.460000,Cet,,
    HR 255,0.904887,-8.740800,6.160000,Cet,21 Cet,
    HR 263,0.928447,-7.347200,5.850000,Cet,,
    HR 267,0.933753,-11.266700,5.310000,Cet,22Phi3Cet,
    HR 279,0.978860,-11.380000,5.610000,Cet,23Phi4Cet,
    HR 296,1.050720,-4.836700,5.430000,Cet,25 Cet,
    HR 301,1.063613,1.366700,6.040000,Cet,26 Cet,
    HR 315,1.093553,-9.979200,6.120000,Cet,27 Cet,
    HR 317,1.101413,-9.839400,5.580000,Cet,28 Cet,
    HR 320,1.102140,-23.992500,6.140000,Cet,,
    HR 325,1.120307,-23.996400,6.370000,Cet,,
    HR 329,1.129500,-9.785600,5.820000,Cet,30 Cet,
    HR 334,1.143167,-10.182200,3.450000,Cet,31Eta Cet,
    HR 346,1.170000,-8.906100,6.400000,Cet,32 Cet,
    HR 347,1.176000,2.445600,5.950000,Cet,33 Cet,
    HR 353,1.195413,-2.251100,5.940000,Cet,34 Cet,
    HR 366,1.240000,-7.923100,5.130000,Cet,37 Cet,
    HR 368,1.247000,-0.973900,5.700000,Cet,38 Cet,
    HR 373,1.276753,-2.500300,5.410000,Cet,39 Cet,
    HR 385,1.330087,-0.508900,5.870000,Cet,42 Cet,
    HR 387,1.342913,-3.246900,6.230000,Cet,,
    HR 388,1.341053,-11.238900,6.150000,Cet,,
    HR 392,1.376947,1.726400,6.200000,Cet,,
    HR 393,1.376333,-0.449700,6.490000,Cet,43 Cet,
